#{"t_start": 1682828472.0552056, "env_id": null}
1611.721638,2,26.44533
1611.721638,2,26.48666
1611.721638,2,26.527842
1611.721638,2,26.572259
1611.721638,2,26.611333
1611.721638,2,26.648618
1611.721638,2,26.690957
1611.721638,2,26.735688
1611.721638,2,26.787133
1611.721638,2,26.830559
1611.721638,2,26.866703
1611.721638,2,26.90952
1611.721638,2,26.948943
1611.721638,2,26.988264
1611.721638,2,27.02516
1611.721638,2,27.090648
1611.721638,2,27.139729
1611.721638,2,27.187678
1611.721638,2,27.226299
1611.721638,2,27.271398
1611.721638,2,27.310789
1611.721638,2,27.351408
1611.721638,2,27.393202
1611.721638,2,27.43671
1611.721638,2,27.47256
1611.721638,2,27.510725
1611.721638,2,27.549809
1611.721638,2,27.594488
1611.721638,2,27.632536
1611.721638,2,27.675037
1611.721638,2,27.721178
1611.721638,2,27.773127
1611.721638,2,27.821712
1611.721638,2,27.863352
1611.721638,2,27.907487
1611.721638,2,27.955253
1611.721638,2,27.995555
1611.721638,2,28.035933
1611.721638,2,28.078409
1611.721638,2,28.127707
1611.721638,2,28.17378
1611.721638,2,28.217715
1611.721638,2,28.258802
1611.721638,2,28.302137
1611.721638,2,28.343187
1611.721638,2,28.384752
1611.721638,2,28.426294
1611.721638,2,28.470344
1611.721638,2,28.512222
1611.721638,2,28.552936
1611.721638,2,28.591976
1611.721638,2,28.632315
1611.721638,2,28.675865
1611.721638,2,28.715103
1611.721638,2,28.756828
1611.721638,2,28.795799
1611.721638,2,28.834156
1611.721638,2,28.870198
1611.721638,2,28.906228
1611.721638,2,28.947334
1611.721638,2,28.985952
1611.721638,2,29.022284
1611.721638,2,29.05873
1611.721638,2,29.101389
1611.721638,2,29.138208
1611.721638,2,29.198364
1611.721638,2,29.238102
1611.721638,2,29.27798
1611.721638,2,29.317109
1611.721638,2,29.355063
1611.721638,2,29.393815
1611.721638,2,29.435505
1611.721638,2,29.474751
1611.721638,2,29.510626
1611.721638,2,29.548937
1611.721638,2,29.590451
1611.721638,2,29.636174
1611.721638,2,29.683419
1611.721638,2,29.729763
1611.721638,2,29.772372
1611.721638,2,29.81138
1611.721638,2,29.855683
1611.721638,2,29.899469
1611.721638,2,29.943926
1611.721638,2,29.98594
1611.721638,2,30.029892
1611.721638,2,30.071372
1611.721638,2,30.11934
1611.721638,2,30.16364
1611.721638,2,30.201416
1611.721638,2,30.238404
1611.721638,2,30.280421
1611.721638,2,30.322124
1611.721638,2,30.363415
1611.721638,2,30.401318
1611.721638,2,30.445801
1611.721638,2,30.484344
1611.721638,2,30.522937
1611.721638,2,30.562311
1611.721638,2,30.602529
1611.721638,2,30.638716
1611.721638,2,30.675482
1611.721638,2,30.710849
1611.721638,2,30.758436
1611.721638,2,30.805225
1611.721638,2,30.846483
1611.721638,2,30.885996
1611.721638,2,30.930302
1611.721638,2,30.969652
1611.721638,2,31.014597
1611.721638,2,31.059925
1611.721638,2,31.116229
1611.721638,2,31.158087
1611.721638,2,31.20309
1611.721638,2,31.242582
1611.721638,2,31.316947
1611.721638,2,31.36341
1611.721638,2,31.406181
1611.721638,2,31.448568
1611.721638,2,31.496655
1611.721638,2,31.537129
1611.721638,2,31.583322
1611.721638,2,31.622954
1611.721638,2,31.666143
1611.721638,2,31.704271
1611.721638,2,31.741934
1611.721638,2,31.777139
1611.721638,2,31.819438
1611.721638,2,31.857166
1611.721638,2,31.896703
1611.721638,2,31.934984
1611.721638,2,31.978302
1611.721638,2,32.01903
1611.721638,2,32.058791
1611.721638,2,32.099638
1611.721638,2,32.142396
1611.721638,2,32.181091
1611.721638,2,32.22359
1611.721638,2,32.26293
1611.721638,2,32.306127
1611.721638,2,32.345876
1611.721638,2,32.382927
1611.721638,2,32.421115
1611.721638,2,32.467759
1611.721638,2,32.506846
1611.721638,2,32.546659
1611.721638,2,32.587007
1611.721638,2,32.63109
1611.721638,2,32.670666
1611.721638,2,32.706836
1611.721638,2,32.745727
1611.721638,2,32.789552
1611.721638,2,32.829611
1611.721638,2,32.86811
1611.721638,2,32.907612
1611.721638,2,32.951099
1611.721638,2,32.991075
1611.721638,2,33.031152
1611.721638,2,33.070098
1611.721638,2,33.115803
1611.721638,2,33.156497
1611.721638,2,33.195198
1611.721638,2,33.231031
1611.721638,2,33.275856
1611.721638,2,33.325904
1611.721638,2,33.395266
1611.721638,2,33.43898
1611.721638,2,33.500542
1611.721638,2,33.549157
1611.721638,2,33.604205
1611.721638,2,33.644367
1611.721638,2,33.698939
1611.721638,2,33.742049
1611.721638,2,33.785948
1611.721638,2,33.826592
1611.721638,2,33.869698
1611.721638,2,33.910134
1611.721638,2,33.949973
1611.721638,2,33.988238
1611.721638,2,34.029444
1611.721638,2,34.066251
1611.721638,2,34.106057
1611.721638,2,34.146549
1611.721638,2,34.194623
1611.721638,2,34.238918
1611.721638,2,34.277385
1611.721638,2,34.315087
1611.721638,2,34.3585
1611.721638,2,34.399418
1611.721638,2,34.445964
1611.721638,2,34.486898
1611.721638,2,34.530251
1611.721638,2,34.571332
1611.721638,2,34.619956
1611.721638,2,34.663067
1611.721638,2,34.713914
1611.721638,2,34.766118
1611.721638,2,34.812216
1611.721638,2,34.854145
1611.721638,2,34.897841
1611.721638,2,34.940106
1611.721638,2,34.984849
1611.721638,2,35.02756
1611.721638,2,35.0771
1611.721638,2,35.119146
1611.721638,2,35.162374
1611.721638,2,35.209053
1611.721638,2,35.255665
1611.721638,2,35.299645
1611.721638,2,35.342482
1611.721638,2,35.382213
1611.721638,2,35.42412
1611.721638,2,35.464022
1611.721638,2,35.502918
1611.721638,2,35.542334
1611.721638,2,35.609782
1611.721638,2,35.650499
1611.721638,2,35.696264
1611.721638,2,35.746948
1611.721638,2,35.792127
1611.721638,2,35.835059
1611.721638,2,35.874625
1611.721638,2,35.912485
1611.721638,2,35.955801
1611.721638,2,36.002813
1611.721638,2,36.053124
1611.721638,2,36.09584
1611.721638,2,36.14584
1611.721638,2,36.195442
1611.721638,2,36.240163
1611.721638,2,36.279209
1611.721638,2,36.321831
1611.721638,2,36.36396
1611.721638,2,36.4038
1611.721638,2,36.444908
1611.721638,2,36.489096
1611.721638,2,36.534452
1611.721638,2,36.575636
1611.721638,2,36.61754
1611.721638,2,36.663018
1611.721638,2,36.705777
1611.721638,2,36.743914
1611.721638,2,36.779651
1611.721638,2,36.821807
1611.721638,2,36.86647
1611.721638,2,36.907676
1611.721638,2,36.952093
1611.721638,2,36.990473
1611.721638,2,37.028973
1611.721638,2,37.066342
1611.721638,2,37.105534
1611.721638,2,37.150279
1611.721638,2,37.189875
1611.721638,2,37.226378
1611.721638,2,37.263448
1611.721638,2,37.307705
1611.721638,2,37.347735
1611.721638,2,37.386115
1611.721638,2,37.425838
1611.721638,2,37.470739
1611.721638,2,37.512486
1611.721638,2,37.552288
1611.721638,2,37.59533
1611.721638,2,37.64059
1611.721638,2,37.681767
1611.721638,2,37.747902
1611.721638,2,37.805429
1611.721638,2,37.857228
1611.721638,2,37.901565
1611.721638,2,37.941295
1611.721638,2,37.980327
1611.721638,2,38.019791
1611.721638,2,38.05899
1611.721638,2,38.097029
1611.721638,2,38.138015
1611.721638,2,38.182616
1611.721638,2,38.223249
1611.721638,2,38.262892
1611.721638,2,38.302017
1611.721638,2,38.347616
1611.721638,2,38.391132
1611.721638,2,38.434966
1611.721638,2,38.478897
1611.721638,2,38.527832
1611.721638,2,38.57
1611.721638,2,38.610253
1611.721638,2,38.649486
1611.721638,2,38.689996
1611.721638,2,38.72684
1611.721638,2,38.77902
1611.721638,2,38.820157
1611.721638,2,38.864769
1611.721638,2,38.907453
1611.721638,2,38.947678
1611.721638,2,38.98649
1611.721638,2,39.027346
1611.721638,2,39.063407
1611.721638,2,39.103627
1611.721638,2,39.146975
1611.721638,2,39.195574
1611.721638,2,39.24064
1611.721638,2,39.28737
1611.721638,2,39.328924
1611.721638,2,39.371766
1611.721638,2,39.411015
1611.721638,2,39.449087
1611.721638,2,39.48707
1611.721638,2,39.52921
1611.721638,2,39.569249
1611.721638,2,39.609259
1611.721638,2,39.650408
1611.721638,2,39.69057
1611.721638,2,39.731014
1611.721638,2,39.770187
1611.721638,2,39.813597
1611.721638,2,39.88066
1611.721638,2,39.923919
1611.721638,2,39.967759
1611.721638,2,40.007904
1611.721638,2,40.050766
1611.721638,2,40.092404
1611.721638,2,40.128392
1611.721638,2,40.174767
1611.721638,2,40.21614
1611.721638,2,40.255012
1611.721638,2,40.295332
1611.721638,2,40.336105
1611.721638,2,40.378272
1611.721638,2,40.418316
1611.721638,2,40.456177
1611.721638,2,40.497756
1611.721638,2,40.543941
1611.721638,2,40.586025
1611.721638,2,40.63072
1611.721638,2,40.677779
1611.721638,2,40.71962
1611.721638,2,40.760759
1611.721638,2,40.803755
1611.721638,2,40.8516
1611.721638,2,40.893301
1611.721638,2,40.93579
1611.721638,2,40.981413
1611.721638,2,41.028965
1611.721638,2,41.079845
1611.721638,2,41.130726
1611.721638,2,41.177762
1611.721638,2,41.223939
1611.721638,2,41.266922
1611.721638,2,41.312977
1611.721638,2,41.355781
1611.721638,2,41.401931
1611.721638,2,41.444359
1611.721638,2,41.485801
1611.721638,2,41.528274
1611.721638,2,41.568339
1611.721638,2,41.614709
1611.721638,2,41.653422
1611.721638,2,41.696927
1611.721638,2,41.742887
1611.721638,2,41.787398
1611.721638,2,41.830642
1611.721638,2,41.871307
1611.721638,2,41.914271
1611.721638,2,41.992369
1611.721638,2,42.035786
1611.721638,2,42.102409
1611.721638,2,42.1525
1611.721638,2,42.196018
1611.721638,2,42.239512
1611.721638,2,42.281849
1611.721638,2,42.32103
1611.721638,2,42.368521
1611.721638,2,42.406358
1611.721638,2,42.44202
1611.721638,2,42.488628
1611.721638,2,42.531293
1611.721638,2,42.570751
1611.721638,2,42.607956
1611.721638,2,42.646568
1611.721638,2,42.691833
1611.721638,2,42.733035
1611.721638,2,42.779787
1611.721638,2,42.829536
1611.721638,2,42.874898
1611.721638,2,42.917842
1611.721638,2,42.959588
1611.721638,2,43.001985
1611.721638,2,43.04315
1611.721638,2,43.088722
1611.721638,2,43.127546
1611.721638,2,43.166137
1611.721638,2,43.212051
1611.721638,2,43.251088
1611.721638,2,43.29081
1611.721638,2,43.331499
1611.721638,2,43.375522
1611.721638,2,43.415272
1611.721638,2,43.451677
1611.721638,2,43.490282
1611.721638,2,43.528919
1611.721638,2,43.566006
1611.721638,2,43.601993
1611.721638,2,43.640257
1611.721638,2,43.682221
1611.721638,2,43.719163
1611.721638,2,43.756279
1611.721638,2,43.794931
1611.721638,2,43.838569
1611.721638,2,43.880503
1611.721638,2,43.921807
1611.721638,2,43.958497
1611.721638,2,43.997756
1611.721638,2,44.034161
1611.721638,2,44.071721
1611.721638,2,44.111784
1611.721638,2,44.175848
1611.721638,2,44.217659
1611.721638,2,44.258145
1611.721638,2,44.299739
1611.721638,2,44.342661
1611.721638,2,44.384465
1611.721638,2,44.424535
1611.721638,2,44.462474
1611.721638,2,44.502646
1611.721638,2,44.542817
1611.721638,2,44.583254
1611.721638,2,44.621907
1611.721638,2,44.668124
1611.721638,2,44.720285
1611.721638,2,44.763557
1611.721638,2,44.82235
1611.721638,2,44.877708
1611.721638,2,44.935464
1611.721638,2,44.991955
1611.721638,2,45.034016
1611.721638,2,45.0883
1611.721638,2,45.129839
1611.721638,2,45.172544
1611.721638,2,45.22827
1611.721638,2,45.275654
1611.721638,2,45.316454
1611.721638,2,45.3564
1611.721638,2,45.397501
1611.721638,2,45.440466
1611.721638,2,45.479262
1611.721638,2,45.522207
1611.721638,2,45.565702
1611.721638,2,45.608479
1611.721638,2,45.647397
1611.721638,2,45.690488
1611.721638,2,45.731637
1611.721638,2,45.771299
1611.721638,2,45.809505
1611.721638,2,45.849675
1611.721638,2,45.893935
1611.721638,2,45.942706
1611.721638,2,45.979625
1611.721638,2,46.022247
1611.721638,2,46.068677
1611.721638,2,46.114549
1611.721638,2,46.155068
1611.721638,2,46.195701
1611.721638,2,46.237774
1611.721638,2,46.286473
1611.721638,2,46.326841
1611.721638,2,46.400339
1611.721638,2,46.442501
1611.721638,2,46.489648
1611.721638,2,46.534235
1611.721638,2,46.577953
1611.721638,2,46.61896
1611.721638,2,46.665431
1611.721638,2,46.71881
1611.721638,2,46.763789
1611.721638,2,46.808823
1611.721638,2,46.855416
1611.721638,2,46.898969
1611.721638,2,46.93976
1611.721638,2,46.976863
1611.721638,2,47.015048
1611.721638,2,47.052185
1611.721638,2,47.103804
1611.721638,2,47.148855
1611.721638,2,47.201134
1611.721638,2,47.242064
1611.721638,2,47.287473
1611.721638,2,47.328964
1611.721638,2,47.370659
1611.721638,2,47.411122
1611.721638,2,47.452375
1611.721638,2,47.493331
1611.721638,2,47.535712
1611.721638,2,47.578662
1611.721638,2,47.616324
1611.721638,2,47.659758
1611.721638,2,47.707745
1611.721638,2,47.751175
1611.721638,2,47.793617
1611.721638,2,47.83601
1611.721638,2,47.878262
1611.721638,2,47.920249
1611.721638,2,47.960557
1611.721638,2,48.000998
1611.721638,2,48.053586
1611.721638,2,48.106393
1611.721638,2,48.164506
1611.721638,2,48.212355
1611.721638,2,48.254448
1611.721638,2,48.300788
1611.721638,2,48.343214
1611.721638,2,48.383132
1611.721638,2,48.426915
1611.721638,2,48.473204
1611.721638,2,48.512555
1611.721638,2,48.554342
1611.721638,2,48.617856
1611.721638,2,48.658178
1611.721638,2,48.697381
1611.721638,2,48.73966
1611.721638,2,48.781919
1611.721638,2,48.821241
1611.721638,2,48.86062
1611.721638,2,48.897662
1611.721638,2,48.937124
1611.721638,2,48.971928
1611.721638,2,49.009857
1611.721638,2,49.04654
1611.721638,2,49.089244
1611.721638,2,49.131224
1611.721638,2,49.178855
1611.721638,2,49.225358
1611.721638,2,49.266965
1611.721638,2,49.305882
1611.721638,2,49.345047
1611.721638,2,49.386209
1611.721638,2,49.425831
1611.721638,2,49.465089
1611.721638,2,49.501215
1611.721638,2,49.537257
1611.721638,2,49.576185
1611.721638,2,49.614431
1611.721638,2,49.651729
1611.721638,2,49.687128
1611.721638,2,49.726125
1611.721638,2,49.76552
1611.721638,2,49.803663
1611.721638,2,49.84173
1611.721638,2,49.881527
1611.721638,2,49.92038
1611.721638,2,49.962133
1611.721638,2,49.999898
1611.721638,2,50.039296
1611.721638,2,50.076113
1611.721638,2,50.117348
1611.721638,2,50.157543
1611.721638,2,50.198779
1611.721638,2,50.23721
1611.721638,2,50.275047
1611.721638,2,50.31568
1611.721638,2,50.357554
1611.721638,2,50.399233
1611.721638,2,50.438098
1611.721638,2,50.476466
1611.721638,2,50.51778
1611.721638,2,50.557924
1611.721638,2,50.621796
1611.721638,2,50.66151
1611.721638,2,50.699518
1611.721638,2,50.741978
1611.721638,2,50.787876
1611.721638,2,50.830939
1611.721638,2,50.874679
1611.721638,2,50.914582
1611.721638,2,50.953772
1611.721638,2,50.997862
1611.721638,2,51.045065
1611.721638,2,51.086998
1611.721638,2,51.13471
1611.721638,2,51.176309
1611.721638,2,51.219063
1611.721638,2,51.26977
1611.721638,2,51.313467
1611.721638,2,51.359428
1611.721638,2,51.407632
1611.721638,2,51.451715
1611.721638,2,51.494144
1611.721638,2,51.531146
1611.721638,2,51.568959
1611.721638,2,51.606426
1611.721638,2,51.653054
1611.721638,2,51.696325
1611.721638,2,51.747415
1611.721638,2,51.790166
1611.721638,2,51.830148
1611.721638,2,51.871458
1611.721638,2,51.917925
1611.721638,2,51.958139
1611.721638,2,51.995767
1611.721638,2,52.032851
1611.721638,2,52.073593
1611.721638,2,52.110996
1611.721638,2,52.14737
1611.721638,2,52.189638
1611.721638,2,52.230519
1611.721638,2,52.272002
1611.721638,2,52.311809
1611.721638,2,52.351485
1611.721638,2,52.394176
1611.721638,2,52.439887
1611.721638,2,52.481245
1611.721638,2,52.522868
1611.721638,2,52.564442
1611.721638,2,52.607096
1611.721638,2,52.649674
1611.721638,2,52.692174
1611.721638,2,52.757689
1611.721638,2,52.804085
1611.721638,2,52.84772
1611.721638,2,52.887982
959.040981,2,52.929258
1611.721638,2,52.966561
1611.721638,2,53.007928
1611.721638,2,53.045358
959.040981,2,53.084632
1611.721638,2,53.123158
1611.721638,2,53.163191
1611.721638,2,53.203871
1611.721638,2,53.24878
1611.721638,2,53.296375
1611.721638,2,53.338855
1611.721638,2,53.383626
1611.721638,2,53.423065
1611.721638,2,53.462524
1611.721638,2,53.502331
1611.721638,2,53.543284
1611.721638,2,53.582568
1611.721638,2,53.627682
1611.721638,2,53.668493
1611.721638,2,53.708838
1611.721638,2,53.755701
1611.721638,2,54.145057
1611.721638,2,54.18248
1611.721638,2,54.217854
1611.721638,2,54.26228
1611.721638,2,54.306858
1611.721638,2,54.348562
1611.721638,2,54.389625
1611.721638,2,54.430224
1611.721638,2,54.471851
1611.721638,2,54.513225
1611.721638,2,54.555106
1611.721638,2,54.597286
1611.721638,2,54.639231
1611.721638,2,54.680142
1611.721638,2,54.72353
1611.721638,2,54.771108
1611.721638,2,54.813812
1611.721638,2,54.852382
1611.721638,2,54.888871
1611.721638,2,54.934518
1611.721638,2,54.976775
1611.721638,2,55.020309
1611.721638,2,55.062809
1611.721638,2,55.110904
1611.721638,2,55.152834
1611.721638,2,55.219309
1611.721638,2,55.269865
1611.721638,2,55.315527
1611.721638,2,55.357905
1611.721638,2,55.398336
1611.721638,2,55.439371
1611.721638,2,55.48183
1611.721638,2,55.521244
1611.721638,2,55.556614
1611.721638,2,55.594297
1611.721638,2,55.633099
1611.721638,2,55.669072
1611.721638,2,55.704654
1611.721638,2,55.744193
1611.721638,2,55.787396
1611.721638,2,55.830327
1611.721638,2,55.872596
1611.721638,2,55.915992
1611.721638,2,55.969538
1611.721638,2,56.026429
1611.721638,2,56.073789
1611.721638,2,56.118916
1611.721638,2,56.161013
1611.721638,2,56.21542
1611.721638,2,56.259575
1611.721638,2,56.314493
1611.721638,2,56.358809
1611.721638,2,56.407881
1611.721638,2,56.450659
1611.721638,2,56.503671
1611.721638,2,56.553887
1611.721638,2,56.596003
1611.721638,2,56.639991
1611.721638,2,56.679021
1611.721638,2,56.718583
1611.721638,2,56.7568
1611.721638,2,56.794335
1611.721638,2,56.833689
1611.721638,2,56.872712
1611.721638,2,56.912075
1611.721638,2,56.955024
1611.721638,2,56.996039
1611.721638,2,57.034264
1611.721638,2,57.073389
1611.721638,2,57.111996
1611.721638,2,57.153668
1611.721638,2,57.197144
1611.721638,2,57.245001
1611.721638,2,57.285574
1611.721638,2,57.324289
1611.721638,2,57.390346
1611.721638,2,57.428259
1611.721638,2,57.471195
1611.721638,2,57.515152
1611.721638,2,57.555699
1611.721638,2,57.5955
1611.721638,2,57.635623
1611.721638,2,57.673686
1611.721638,2,57.711964
1611.721638,2,57.748853
1611.721638,2,57.784694
1611.721638,2,57.823136
1611.721638,2,57.862379
1611.721638,2,57.89837
1611.721638,2,57.935426
1611.721638,2,57.975114
1611.721638,2,58.013009
1611.721638,2,58.049261
1611.721638,2,58.083251
1611.721638,2,58.119874
1611.721638,2,58.157735
1611.721638,2,58.193059
1611.721638,2,58.229416
1611.721638,2,58.267038
1611.721638,2,58.314498
1611.721638,2,58.362337
1611.721638,2,58.402542
1611.721638,2,58.442955
1611.721638,2,58.479362
1611.721638,2,58.519699
1611.721638,2,58.559241
1611.721638,2,58.600782
1611.721638,2,58.639209
1611.721638,2,58.675016
1611.721638,2,58.714532
1611.721638,2,58.765598
1611.721638,2,58.809337
1611.721638,2,58.847043
1611.721638,2,58.887659
1611.721638,2,58.924472
1611.721638,2,58.964331
1611.721638,2,59.00511
1611.721638,2,59.053944
1611.721638,2,59.107941
1611.721638,2,59.150488
1611.721638,2,59.187569
1611.721638,2,59.226557
1611.721638,2,59.263718
1611.721638,2,59.301325
1611.721638,2,59.338366
1611.721638,2,59.401328
1611.721638,2,59.443155
1611.721638,2,59.486843
1611.721638,2,59.524604
1611.721638,2,59.560657
1611.721638,2,59.600548
1611.721638,2,59.640102
1611.721638,2,59.677306
1611.721638,2,59.715193
1611.721638,2,59.756898
1611.721638,2,59.797454
1611.721638,2,59.834267
1611.721638,2,59.874001
1611.721638,2,59.918545
1611.721638,2,59.961726
1611.721638,2,60.003331
1611.721638,2,60.051288
1611.721638,2,60.097261
1611.721638,2,60.140268
1611.721638,2,60.18103
1611.721638,2,60.221505
1611.721638,2,60.259389
1611.721638,2,60.295301
1611.721638,2,60.332523
1611.721638,2,60.368367
1611.721638,2,60.404395
1611.721638,2,60.44841
1611.721638,2,60.489413
1611.721638,2,60.530049
1611.721638,2,60.574587
1611.721638,2,60.61972
1611.721638,2,60.659888
1611.721638,2,60.70315
1611.721638,2,60.745811
1611.721638,2,60.78684
1611.721638,2,60.828016
1611.721638,2,60.867023
1611.721638,2,60.907519
1611.721638,2,60.95233
1611.721638,2,60.995062
1611.721638,2,61.03987
1611.721638,2,61.082084
1611.721638,2,61.126601
1611.721638,2,61.174076
1611.721638,2,61.218914
1611.721638,2,61.262109
1611.721638,2,61.304446
1611.721638,2,61.348872
1611.721638,2,61.394556
1611.721638,2,61.439922
1611.721638,2,61.506072
1611.721638,2,61.546436
1611.721638,2,61.588018
1611.721638,2,61.632462
1611.721638,2,61.675233
1611.721638,2,61.715912
1611.721638,2,61.752987
1611.721638,2,61.791451
1611.721638,2,61.839117
1611.721638,2,61.87851
1611.721638,2,61.917906
1611.721638,2,61.957485
1611.721638,2,61.99667
1611.721638,2,62.03374
1611.721638,2,62.069701
1611.721638,2,62.106452
1611.721638,2,62.149006
1611.721638,2,62.185638
1611.721638,2,62.222481
1611.721638,2,62.257825
1611.721638,2,62.299944
1611.721638,2,62.338409
1611.721638,2,62.37517
1611.721638,2,62.413725
1611.721638,2,62.452071
1611.721638,2,62.489152
1611.721638,2,62.525416
1611.721638,2,62.562992
1611.721638,2,62.603335
1611.721638,2,62.646681
1611.721638,2,62.685594
1611.721638,2,62.725457
1611.721638,2,62.775755
1611.721638,2,62.821181
1611.721638,2,62.861629
1611.721638,2,62.90241
1611.721638,2,62.948212
1611.721638,2,62.988078
1611.721638,2,63.046398
1611.721638,2,63.086015
1611.721638,2,63.126844
1611.721638,2,63.168492
1611.721638,2,63.210959
1611.721638,2,63.25012
1611.721638,2,63.289808
1611.721638,2,63.329628
1611.721638,2,63.365552
1611.721638,2,63.402844
1611.721638,2,63.4518
1611.721638,2,63.491599
